customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4447-QQUP,Female,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,94.54,843.73,Yes
6081-IBKO,Female,1,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),116.16,8238.7,No
6335-PUSV,Female,0,No,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.0,1660.83,No
3175-FNEE,Male,0,No,Yes,27,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),84.02,2277.4,No
9533-RSBQ,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,34.81,280.97,No
9187-AIMD,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.21,2994.53,Yes
1356-ZWRJ,Female,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,98.67,5547.3,Yes
3904-DZZM,Male,1,No,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,85.53,2590.98,No
3380-QHDW,Female,1,Yes,No,42,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),97.5,4093.0,Yes
1930-KLIO,Female,0,No,Yes,8,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.18,827.13,Yes
2444-ESKI,Female,0,No,No,41,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.74,4559.68,No
2521-MYLI,Male,0,Yes,No,49,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,92.34,4540.33,No
9283-MTTM,Male,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.57,1659.06,No
5762-ZVIX,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.58,2292.56,No
2641-SFGO,Female,0,No,No,71,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,60.31,4276.39,No
7910-VSNP,Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),103.85,1651.51,Yes
4757-YTBI,Male,1,No,No,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.47,930.67,No
9228-NORQ,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,31.78,57.18,No
4346-WYIP,Male,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.75,4862.07,Yes
2560-CVEG,Male,1,No,No,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.75,7345.06,No
7720-VUDZ,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,115.87,1183.0,Yes
4183-NADJ,Female,0,Yes,No,55,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),67.66,3734.71,No
5298-GDAZ,Male,0,No,Yes,72,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,93.32,6739.19,No
1026-JEGY,Female,0,Yes,No,44,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.26,2752.53,Yes
1071-BIDL,Male,0,No,Yes,44,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,118.75,5233.01,Yes
7238-KELU,Male,0,No,No,28,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,76.67,2164.34,No
3924-VARD,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,109.87,3608.85,No
8907-HYTF,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.44,2371.06,No
7883-DKIN,Female,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,101.66,1933.59,No
3988-YCWG,Female,0,Yes,No,71,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.68,5730.59,No
9000-KBEX,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,110.28,7622.17,No
3901-NMPW,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),97.61,1666.32,No
5834-FICM,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,86.87,6121.23,No
9012-VGEZ,Female,0,No,Yes,59,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,61.81,3664.49,No
9604-HHVG,Female,0,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.35,2536.19,No
2382-WDJM,Male,0,Yes,No,51,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),61.63,3150.08,No
3243-SJGE,Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.34,858.12,No
7299-VVBK,Female,1,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,100.9,6540.17,No
3601-WMGJ,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),118.75,3161.98,Yes
2475-VTPT,Female,0,No,Yes,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),78.27,1486.24,No
9453-IMGR,Male,0,Yes,No,69,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,91.57,6332.15,No
1637-EVMX,Male,0,No,Yes,36,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,94.12,3392.39,No
2223-OSIF,Male,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.33,563.61,No
6142-YNWJ,Male,1,No,No,34,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),83.78,2819.41,No
4952-MQSM,Female,0,No,No,54,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,89.36,4836.61,No
9104-AAEH,Male,1,No,No,64,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,75.5,4806.71,No
3798-TDYI,Female,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,96.13,1209.7,Yes
2493-XZTJ,Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,106.57,2485.51,No
2847-OCBV,Male,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,79.14,2930.47,No
2316-XAKL,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),51.3,429.52,No
4778-WPZN,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,108.71,6285.13,No
4723-TZPU,Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,110.84,5528.8,No
5604-IDHJ,Female,0,No,No,50,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,78.75,3966.35,No
6774-WRNE,Male,0,No,Yes,18,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.62,1336.66,No
4176-MYSK,Female,0,No,Yes,61,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),56.82,3521.48,No
3146-BWVO,Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.49,897.46,Yes
4812-GDEY,Female,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),32.5,1215.75,No
6978-PYDF,Female,1,No,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),89.83,182.95,Yes
1209-CYVX,Male,1,No,No,47,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,114.38,5360.53,No
4962-EBWP,Male,0,No,No,40,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.73,3412.44,No
5794-ORFM,Male,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,101.62,1603.97,No
9332-APDQ,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,118.75,8532.35,No
5177-PAFK,Female,0,Yes,Yes,68,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),85.98,5843.36,No
2797-QDNN,Male,0,Yes,No,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,84.2,1204.39,No
4283-HVBE,Female,0,Yes,Yes,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.72,5783.73,No
1713-TXUC,Male,1,Yes,No,14,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),95.72,1353.96,No
4567-JODA,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,103.07,402.3,No
2806-JTVR,Female,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.62,1690.31,No
9751-UIXS,Female,1,No,No,2,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,118.75,244.81,No
9240-JUUV,Male,0,Yes,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,98.38,4490.49,Yes
1328-BRLO,Female,0,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,42.94,1257.99,No
6972-YTFR,Female,0,No,Yes,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.98,1258.31,Yes
7141-MDLI,Female,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.5,1278.32,No
8582-BPAD,Female,0,Yes,Yes,37,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),69.44,2605.59,No
6934-TATO,Male,0,No,No,27,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,67.83,1829.76,Yes
7242-MRMJ,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),103.19,4918.63,No
7611-XGYH,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,77.45,3575.36,No
7176-RLRX,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.07,837.73,Yes
8723-TIBN,Female,1,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.64,2050.57,No
1195-OQSF,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),35.3,1090.45,No
9730-QOER,Female,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),118.75, ,No
6430-DUXB,Female,1,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,31.72,489.32,No
9186-EZDE,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,96.04,931.69,Yes
9370-MPLI,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,104.59,5646.83,No
4383-PNVA,Male,0,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.84,1585.25,No
6491-WZUD,Female,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,118.75,3451.8,No
1247-SNVL,Female,0,Yes,Yes,67,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.36,5675.41,No
2565-DGQA,Male,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,111.54,6099.73,No
8534-LLFZ,Female,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.74,2475.27,No
7234-MPNG,Male,1,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.79,699.56,No
1671-YPWI,Female,1,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,118.75,3813.64,No
8373-YXGL,Female,1,Yes,Yes,29,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,112.95,3292.72,No
1066-NSKE,Female,1,Yes,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.66,778.29,Yes
7070-MJGQ,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,46.86,517.67,No
2055-HQMK,Female,0,Yes,Yes,31,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.36,3419.09,No
4347-REFT,Female,0,No,Yes,33,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,95.89,3173.74,No
9685-LDGK,Female,0,Yes,Yes,11,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,103.49,1116.42,Yes
2363-BDGA,Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,115.09,333.49,No
1142-TVXH,Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,109.07,2757.27,Yes
3264-ENRC,Female,1,No,No,63,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,95.32,5988.02,No
7977-YVPN,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.86,2760.37,No
8050-QCWW,Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,95.56,3163.77,Yes
8004-OWEV,Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,113.54,3624.27,Yes
5866-FWNX,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.6,1323.5,No
9705-RFXE,Male,1,No,No,55,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,82.0,4521.6,No
4757-QKAJ,Male,0,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.74,1791.8,No
5953-AXRL,Female,0,No,Yes,30,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,82.54,2509.8,No
6632-AYAV,Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,112.3,2575.54,Yes
1971-GDUT,Female,0,No,No,68,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),54.97,3727.61,No
7051-ZOAF,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,33.77,1680.94,No
4417-NJGW,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),102.9,6594.76,No
5151-WVLX,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,118.75,961.38,No
8506-ICDM,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),94.51,645.45,No
6673-NFHS,Female,1,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,97.21,3396.2,Yes
7044-JVEE,Male,1,No,Yes,68,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,71.07,4801.46,No
6220-IWIO,Male,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,50.48,2772.73,No
4080-NFVT,Male,0,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),105.37,4757.53,Yes
6245-BEQJ,Female,1,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,118.75,1049.4,No
3513-AVBD,Female,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,82.42,833.41,No
4052-PEWJ,Male,1,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,99.38,684.65,Yes
1912-KEOD,Male,0,No,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,112.35,7494.15,No
6670-JWXD,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,118.75,2036.82,Yes
7387-ZEEK,Male,0,No,No,2,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.65,158.04,Yes
7463-SEUH,Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.51,1473.75,Yes
5391-MERX,Male,0,No,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.51,1803.59,No
6224-BPNQ,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),33.02,2370.38,No
2989-CQMF,Female,0,Yes,No,54,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),65.83,3536.64,No
3407-YFPF,Male,0,No,No,69,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,91.01,6283.84,No
4135-FUGK,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.49,2678.27,Yes
3728-PEOU,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),93.25,449.59,Yes
3873-DEGC,Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,93.13,1420.76,Yes
3467-YOBX,Female,1,Yes,No,65,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),86.4,5630.1,No
7840-EGVQ,Male,1,Yes,No,15,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),91.93,1372.32,No
8623-IJKA,Female,1,No,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,100.45,1293.16,Yes
1679-SLFJ,Male,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.23,2452.94,No
8927-EXGG,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,112.11,1921.2,No
5789-VIOF,Female,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,85.69,614.71,No
7694-OWBH,Female,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,85.1,343.23,No
5907-KFTM,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.01,4574.92,Yes
8655-QZMD,Male,1,No,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,37.4,2166.65,No
3921-YVTP,Male,0,Yes,Yes,8,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,114.43,892.72,No
8696-HKYE,Male,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),42.36,1702.54,No
6047-HUPD,Male,0,Yes,No,17,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Electronic check,86.15,1438.8,No
7117-ZUHI,Male,0,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),99.35,4456.01,No
2836-QIMI,Female,1,No,Yes,47,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,82.15,3814.81,No
8273-EGKX,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,69.16,1882.46,No
4400-YJKC,Female,0,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.41,1538.04,No
3204-HQGL,Female,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,118.75,2277.7,No
8919-OUMR,Male,0,Yes,No,37,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.17,2360.53,No
6745-XENK,Male,0,No,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.44,1008.55,No
8010-QWLC,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),108.8,6610.63,No
3550-BDRT,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,111.66,2122.81,No
2997-HBZS,Female,0,Yes,No,22,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.01,1570.4,No
8209-EKIP,Male,1,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,41.24,1992.28,No
2497-EONI,Female,1,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,99.36,439.43,No
9025-EOID,Male,0,No,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.74,1979.01,No
3804-UDTU,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,33.27,2401.96,No
7203-VGOV,Male,0,No,No,42,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,74.91,3156.44,No
4505-GSJM,Female,0,No,Yes,35,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.59,2830.15,Yes
8105-VTKE,Male,0,Yes,No,2,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.36,174.96,Yes
4390-FCAC,Female,0,No,No,60,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,102.02,6125.1,No
5546-VDGO,Male,1,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.05,5806.19,No
1202-RLDX,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,87.79,3077.11,No
1178-ZROC,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),113.22,4972.97,No
4984-ABSI,Female,0,No,No,28,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.55,1898.21,No
3983-LOYW,Female,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),89.04,2250.71,No
8988-PGTU,Male,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Electronic check,76.64,562.85,No
8275-QKDS,Male,0,Yes,Yes,72,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,83.16,5967.71,No
7561-XQXI,Male,0,Yes,No,21,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,70.89,1503.15,Yes
9629-AJWO,Male,0,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,95.42,6517.95,No
9574-UOYW,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),96.34,4154.93,Yes
5340-BNDR,Male,0,Yes,Yes,40,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,87.68,3497.23,No
3184-BBRQ,Male,0,Yes,Yes,35,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.07,3465.87,No
8751-BBEL,Female,1,No,No,29,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,70.07,2036.09,Yes
2180-PNTB,Male,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),44.04,2110.55,No
